OrderID,CustomerID,OrderDateTime,DeliveryDateTime,TotalAmount,DeliveryStatus
841,33,11/10/2024 16:51,11/10/2024 17:04,114,Delivered
842,159,10/3/2024 3:51,10/3/2024 4:08,782,Delivered
843,240,11/6/2024 19:06,11/6/2024 19:20,895,Delivered
844,151,10/30/2024 23:55,10/31/2024 0:08,412,Delivered
845,118,10/4/2024 17:55,10/4/2024 18:12,621,Delivered
846,53,10/25/2024 6:28,10/25/2024 6:40,1043,Delivered
847,170,10/5/2024 4:00,10/5/2024 4:09,840,Delivered
848,40,11/8/2024 13:07,11/8/2024 13:18,1025,Delivered
849,141,11/4/2024 3:08,11/4/2024 3:18,1461,Delivered
850,244,10/9/2024 2:27,10/9/2024 2:35,1051,Delivered
851,215,10/23/2024 3:50,10/23/2024 4:07,816,Delivered
852,167,11/24/2024 5:19,11/24/2024 5:36,1143,Delivered
853,219,11/5/2024 20:11,11/5/2024 20:19,958,Delivered
854,271,10/21/2024 18:23,10/21/2024 18:36,887,Delivered
855,255,9/27/2024 20:19,9/27/2024 20:29,465,Delivered
856,254,11/8/2024 17:37,11/8/2024 17:52,312,Delivered
857,279,10/30/2024 7:30,10/30/2024 7:45,1197,Delivered
858,173,11/3/2024 0:51,11/3/2024 1:07,1208,Delivered
859,146,11/9/2024 7:12,11/9/2024 7:23,168,Delivered
860,175,10/12/2024 7:51,10/12/2024 8:03,547,Delivered
861,150,10/30/2024 19:56,10/30/2024 20:11,227,Delivered
862,157,10/12/2024 1:29,10/12/2024 1:46,196,Delivered
863,240,11/1/2024 22:32,11/1/2024 22:42,613,Delivered
864,90,11/8/2024 9:16,11/8/2024 9:29,523,Delivered
865,244,10/22/2024 20:48,10/22/2024 20:58,1152,Delivered
866,44,11/18/2024 9:13,11/18/2024 9:30,211,Delivered
867,222,10/27/2024 18:15,10/27/2024 18:24,412,Delivered
868,20,11/24/2024 5:18,11/24/2024 5:31,1068,Delivered
869,116,10/9/2024 7:15,10/9/2024 7:25,108,Delivered
870,170,10/24/2024 20:13,10/24/2024 20:21,377,Delivered
871,61,11/7/2024 23:00,11/7/2024 23:11,250,Delivered
872,135,11/20/2024 4:21,11/20/2024 4:37,1133,Delivered
873,298,11/23/2024 11:25,11/23/2024 11:34,486,Delivered
874,142,10/20/2024 9:07,10/20/2024 9:18,1091,Delivered
875,279,9/30/2024 1:20,9/30/2024 1:34,291,Delivered
876,166,10/14/2024 18:50,10/14/2024 18:59,1224,Delivered
877,51,11/7/2024 6:35,11/7/2024 6:44,1161,Delivered
878,199,10/22/2024 13:09,10/22/2024 13:26,759,Delivered
879,226,10/20/2024 20:44,10/20/2024 20:59,1203,Delivered
880,150,10/14/2024 22:42,10/14/2024 22:50,154,Delivered
881,209,10/23/2024 7:31,10/23/2024 7:45,1254,Delivered
882,141,11/3/2024 5:16,11/3/2024 5:30,916,Delivered
883,267,11/7/2024 4:20,11/7/2024 4:36,926,Delivered
884,286,10/22/2024 5:35,10/22/2024 5:47,979,Delivered
885,290,11/11/2024 17:54,11/11/2024 18:05,121,Delivered
886,110,10/7/2024 14:30,10/7/2024 14:45,1069,Delivered
887,282,11/1/2024 16:25,11/1/2024 16:37,1483,Delivered
888,180,11/1/2024 18:36,11/1/2024 18:48,1450,Delivered
889,63,10/24/2024 18:02,10/24/2024 18:13,1340,Delivered
890,21,10/2/2024 5:19,10/2/2024 5:28,1291,Delivered
891,296,10/26/2024 15:59,10/26/2024 16:12,1474,Delivered
892,208,11/11/2024 17:34,11/11/2024 17:46,1478,Delivered
893,107,9/29/2024 1:23,9/29/2024 1:32,390,Delivered
894,299,10/13/2024 11:02,10/13/2024 11:11,160,Delivered
895,73,11/16/2024 19:09,11/16/2024 19:17,468,Delivered
896,38,11/17/2024 14:46,11/17/2024 14:58,283,Delivered
897,180,10/9/2024 4:22,10/9/2024 4:36,856,Delivered
898,190,10/31/2024 10:08,10/31/2024 10:25,292,Delivered
899,161,10/11/2024 5:22,10/11/2024 5:39,861,Delivered
900,280,10/1/2024 3:46,10/1/2024 3:56,823,Delivered
901,229,10/16/2024 13:43,10/16/2024 13:53,948,Delivered
902,87,11/2/2024 0:54,11/2/2024 1:07,990,Delivered
903,154,10/11/2024 9:10,10/11/2024 9:19,631,Delivered
904,123,10/1/2024 13:41,10/1/2024 13:55,314,Delivered
905,246,10/18/2024 16:52,10/18/2024 17:06,515,Delivered
906,291,10/16/2024 16:58,10/16/2024 17:11,182,Delivered
907,14,10/12/2024 10:18,10/12/2024 10:30,1248,Delivered
908,171,11/17/2024 6:56,11/17/2024 7:05,669,Delivered
909,218,10/20/2024 4:47,10/20/2024 5:01,756,Delivered
910,22,11/7/2024 12:15,11/7/2024 12:23,486,Delivered
911,181,11/6/2024 2:22,11/6/2024 2:36,1367,Delivered
912,42,10/8/2024 2:53,10/8/2024 3:05,469,Delivered
913,297,11/23/2024 2:15,11/23/2024 2:24,905,Delivered
914,46,11/11/2024 4:20,11/11/2024 4:37,1046,Delivered
915,261,10/19/2024 19:43,10/19/2024 19:51,927,Delivered
916,202,10/16/2024 23:54,10/17/2024 0:04,875,Delivered
917,84,10/21/2024 7:10,10/21/2024 7:19,329,Delivered
918,202,10/13/2024 23:30,10/13/2024 23:40,147,Delivered
919,154,11/2/2024 1:42,11/2/2024 1:51,118,Delivered
920,277,11/11/2024 22:33,11/11/2024 22:44,230,Delivered
921,263,9/27/2024 5:50,9/27/2024 6:06,296,Delivered
922,22,10/21/2024 18:31,10/21/2024 18:46,1322,Delivered
923,41,11/10/2024 23:09,11/10/2024 23:23,1051,Delivered
924,245,11/23/2024 1:22,11/23/2024 1:34,456,Delivered
925,151,10/5/2024 18:28,10/5/2024 18:45,1413,Delivered
926,257,10/11/2024 11:32,10/11/2024 11:49,1365,Delivered
927,290,10/11/2024 5:50,10/11/2024 6:06,827,Delivered
928,204,10/5/2024 12:45,10/5/2024 12:57,677,Delivered
929,300,10/14/2024 20:21,,465,Cancelled
930,193,10/4/2024 10:54,10/4/2024 11:08,1260,Delivered
931,92,10/11/2024 5:54,10/11/2024 6:06,112,Delivered
932,132,10/12/2024 18:57,10/12/2024 19:09,268,Delivered
933,210,10/15/2024 0:44,10/15/2024 0:57,1323,Delivered
934,141,10/31/2024 17:28,10/31/2024 17:44,1263,Delivered
935,240,10/15/2024 19:41,10/15/2024 19:57,199,Delivered
936,250,10/16/2024 23:09,10/16/2024 23:17,908,Delivered
937,245,10/4/2024 20:10,,1159,Cancelled
938,254,9/28/2024 8:49,9/28/2024 8:59,1336,Delivered
939,299,11/23/2024 16:06,11/23/2024 16:18,669,Delivered
940,258,11/1/2024 16:22,11/1/2024 16:37,742,Delivered
941,264,11/10/2024 14:52,11/10/2024 15:06,504,Delivered
942,216,11/9/2024 23:24,11/9/2024 23:37,725,Delivered
943,137,11/16/2024 0:06,11/16/2024 0:16,952,Delivered
944,180,11/7/2024 22:56,11/7/2024 23:11,1461,Delivered
945,42,10/12/2024 23:27,10/12/2024 23:39,991,Delivered
946,229,11/14/2024 15:15,11/14/2024 15:27,1375,Delivered
947,122,10/22/2024 22:09,10/22/2024 22:22,295,Delivered
948,179,10/11/2024 9:05,10/11/2024 9:19,1385,Delivered
949,260,10/28/2024 8:27,10/28/2024 8:42,782,Delivered
950,37,10/1/2024 4:04,10/1/2024 4:21,301,Delivered
951,54,11/7/2024 13:24,11/7/2024 13:34,1207,Delivered
952,17,10/30/2024 22:41,10/30/2024 22:58,1342,Delivered
953,203,10/15/2024 6:47,10/15/2024 7:00,724,Delivered
954,73,10/7/2024 17:35,10/7/2024 17:51,1018,Delivered
955,248,10/6/2024 0:36,10/6/2024 0:47,541,Delivered
956,162,11/13/2024 23:28,11/13/2024 23:42,757,Delivered
957,43,11/7/2024 0:48,11/7/2024 0:56,1255,Delivered
958,76,10/22/2024 21:46,10/22/2024 22:02,392,Delivered
959,55,11/7/2024 8:04,11/7/2024 8:16,1421,Delivered
960,45,11/13/2024 6:13,11/13/2024 6:30,310,Delivered
961,248,11/14/2024 23:50,11/15/2024 0:03,1240,Delivered
962,83,10/13/2024 18:54,,1396,Cancelled
963,50,10/6/2024 18:53,10/6/2024 19:09,311,Delivered
964,196,10/12/2024 2:19,10/12/2024 2:32,1025,Delivered
965,268,10/6/2024 23:38,10/6/2024 23:49,782,Delivered
966,226,11/19/2024 21:46,,311,Cancelled
967,102,11/8/2024 23:38,11/8/2024 23:53,627,Delivered
968,14,11/20/2024 23:23,11/20/2024 23:36,1286,Delivered
969,214,10/12/2024 0:56,10/12/2024 1:12,1278,Delivered
970,103,11/18/2024 3:15,11/18/2024 3:31,731,Delivered
971,38,11/22/2024 20:38,11/22/2024 20:55,1137,Delivered
972,165,11/14/2024 17:36,11/14/2024 17:52,124,Delivered
973,36,11/5/2024 23:25,11/5/2024 23:35,430,Delivered
974,280,10/21/2024 8:33,10/21/2024 8:46,884,Delivered
975,58,11/16/2024 0:01,11/16/2024 0:16,1197,Delivered
976,33,11/20/2024 16:06,11/20/2024 16:15,355,Delivered
977,223,11/15/2024 12:19,11/15/2024 12:36,476,Delivered
978,137,11/4/2024 5:16,11/4/2024 5:24,349,Delivered
979,205,10/12/2024 5:30,10/12/2024 5:42,963,Delivered
980,259,11/9/2024 7:42,11/9/2024 7:50,1131,Delivered
981,8,10/21/2024 13:48,10/21/2024 14:03,349,Delivered
982,296,11/21/2024 18:45,11/21/2024 18:54,1178,Delivered
983,194,10/14/2024 12:48,10/14/2024 12:58,768,Delivered
984,85,10/9/2024 20:04,10/9/2024 20:21,1327,Delivered
985,35,11/18/2024 8:17,11/18/2024 8:28,1169,Delivered
986,255,11/20/2024 19:47,11/20/2024 20:03,745,Delivered
987,27,9/27/2024 19:54,9/27/2024 20:07,779,Delivered
988,15,11/3/2024 12:46,11/3/2024 13:02,904,Delivered
989,287,10/19/2024 3:04,10/19/2024 3:15,779,Delivered
990,201,10/18/2024 9:26,10/18/2024 9:40,464,Delivered
991,36,11/19/2024 20:16,11/19/2024 20:29,319,Delivered
992,57,10/11/2024 21:01,10/11/2024 21:12,807,Delivered
993,131,10/16/2024 5:28,10/16/2024 5:37,100,Delivered
994,137,10/31/2024 22:13,10/31/2024 22:22,581,Delivered
995,18,10/12/2024 4:56,10/12/2024 5:09,189,Delivered
996,175,11/21/2024 0:31,11/21/2024 0:45,706,Delivered
997,289,11/16/2024 1:14,11/16/2024 1:31,192,Delivered
998,217,10/17/2024 23:22,10/17/2024 23:31,1488,Delivered
999,177,10/10/2024 13:20,10/10/2024 13:35,239,Delivered
1000,175,11/7/2024 12:18,11/7/2024 12:28,272,Delivered
1001,233,11/11/2024 0:33,11/11/2024 0:41,267,Delivered
1002,109,10/1/2024 23:19,10/1/2024 23:36,1183,Delivered
1003,210,11/8/2024 0:30,11/8/2024 0:45,1296,Delivered
1004,128,11/13/2024 8:05,11/13/2024 8:13,695,Delivered
1005,197,11/8/2024 23:49,11/9/2024 0:04,688,Delivered
1006,164,10/4/2024 4:20,,957,Cancelled
1007,194,11/1/2024 19:37,11/1/2024 19:51,476,Delivered
1008,50,10/8/2024 1:00,10/8/2024 1:12,442,Delivered
1009,62,10/26/2024 17:01,10/26/2024 17:11,384,Delivered
1010,150,10/26/2024 23:30,10/26/2024 23:39,910,Delivered
1011,14,11/7/2024 6:10,11/7/2024 6:20,524,Delivered
1012,140,11/4/2024 20:06,11/4/2024 20:23,1500,Delivered
1013,295,11/17/2024 4:57,11/17/2024 5:10,305,Delivered
1014,277,11/10/2024 20:08,11/10/2024 20:16,1423,Delivered
1015,199,11/3/2024 19:48,11/3/2024 20:03,148,Delivered
1016,251,11/17/2024 14:18,11/17/2024 14:26,1177,Delivered
1017,10,9/28/2024 3:47,9/28/2024 4:03,273,Delivered
1018,273,10/2/2024 11:23,10/2/2024 11:35,684,Delivered
1019,178,10/22/2024 8:56,10/22/2024 9:05,421,Delivered
1020,128,10/9/2024 8:16,10/9/2024 8:29,770,Delivered
1021,266,10/22/2024 18:21,10/22/2024 18:34,1406,Delivered
1022,71,10/3/2024 1:29,10/3/2024 1:45,1364,Delivered
1023,182,11/1/2024 8:03,11/1/2024 8:15,452,Delivered
1024,51,11/5/2024 1:03,11/5/2024 1:13,114,Delivered
1025,264,10/11/2024 9:58,10/11/2024 10:13,103,Delivered
1026,162,10/29/2024 11:10,10/29/2024 11:23,714,Delivered
1027,147,10/29/2024 19:20,10/29/2024 19:28,828,Delivered
1028,78,9/27/2024 12:44,9/27/2024 12:54,543,Delivered
1029,221,11/12/2024 11:37,11/12/2024 11:53,121,Delivered
1030,93,10/29/2024 14:47,10/29/2024 14:58,1302,Delivered
1031,262,10/21/2024 15:51,10/21/2024 16:05,404,Delivered
1032,76,11/21/2024 21:41,11/21/2024 21:53,239,Delivered
1033,56,11/18/2024 6:41,11/18/2024 6:57,791,Delivered
1034,249,10/24/2024 1:19,10/24/2024 1:36,398,Delivered
1035,113,10/15/2024 13:16,10/15/2024 13:29,1278,Delivered
1036,240,10/31/2024 16:39,10/31/2024 16:54,1257,Delivered
1037,81,10/25/2024 12:53,10/25/2024 13:10,1269,Delivered
1038,97,10/12/2024 10:36,10/12/2024 10:48,1074,Delivered
1039,11,10/28/2024 8:56,10/28/2024 9:09,640,Delivered
1040,27,10/15/2024 19:11,10/15/2024 19:25,871,Delivered
1041,174,10/11/2024 23:56,10/12/2024 0:07,707,Delivered
1042,110,10/13/2024 7:04,10/13/2024 7:15,838,Delivered
1043,177,10/11/2024 1:56,10/11/2024 2:04,702,Delivered
1044,200,10/22/2024 7:24,10/22/2024 7:32,167,Delivered
1045,251,10/9/2024 19:10,10/9/2024 19:23,214,Delivered
1046,109,10/25/2024 3:54,10/25/2024 4:06,554,Delivered
1047,56,11/2/2024 15:44,11/2/2024 15:57,520,Delivered
1048,179,9/30/2024 5:10,9/30/2024 5:18,696,Delivered
1049,112,11/10/2024 9:56,11/10/2024 10:11,364,Delivered
1050,219,11/18/2024 15:27,11/18/2024 15:41,1200,Delivered
1051,235,10/22/2024 1:03,10/22/2024 1:13,646,Delivered
1052,142,10/10/2024 14:38,10/10/2024 14:53,400,Delivered
1053,224,9/28/2024 6:06,9/28/2024 6:20,580,Delivered
1054,141,10/26/2024 12:26,10/26/2024 12:38,184,Delivered
1055,246,9/30/2024 18:00,9/30/2024 18:10,641,Delivered
1056,31,10/11/2024 18:22,,654,Cancelled
1057,16,10/14/2024 12:18,10/14/2024 12:28,680,Delivered
1058,172,11/4/2024 8:07,11/4/2024 8:15,1223,Delivered
1059,64,10/14/2024 11:49,,1012,Cancelled
1060,203,11/18/2024 10:33,11/18/2024 10:47,498,Delivered
1061,196,11/23/2024 5:14,11/23/2024 5:25,148,Delivered
1062,44,11/17/2024 21:33,11/17/2024 21:47,420,Delivered
1063,148,10/25/2024 4:50,10/25/2024 5:05,713,Delivered
1064,117,10/6/2024 20:36,10/6/2024 20:53,1053,Delivered
1065,280,10/24/2024 3:53,10/24/2024 4:07,977,Delivered
1066,293,11/4/2024 15:02,11/4/2024 15:19,1208,Delivered
1067,82,11/5/2024 12:55,11/5/2024 13:04,491,Delivered
1068,265,11/3/2024 10:11,11/3/2024 10:27,1089,Delivered
1069,7,11/4/2024 22:21,11/4/2024 22:33,1121,Delivered
1070,122,10/21/2024 17:19,10/21/2024 17:34,933,Delivered
1071,145,9/30/2024 12:21,9/30/2024 12:38,1385,Delivered
1072,48,11/13/2024 0:06,11/13/2024 0:20,1142,Delivered
1073,219,11/2/2024 7:43,11/2/2024 7:56,1495,Delivered
1074,120,10/21/2024 1:28,10/21/2024 1:44,604,Delivered
1075,52,10/21/2024 23:37,10/21/2024 23:54,562,Delivered
1076,293,11/23/2024 11:19,11/23/2024 11:33,1034,Delivered
1077,289,10/22/2024 15:21,10/22/2024 15:31,852,Delivered
1078,207,9/29/2024 5:59,9/29/2024 6:14,771,Delivered
1079,281,9/26/2024 20:43,9/26/2024 20:53,434,Delivered
1080,154,10/19/2024 6:53,10/19/2024 7:02,1224,Delivered
1081,38,11/18/2024 19:36,11/18/2024 19:47,680,Delivered
1082,9,10/7/2024 9:54,10/7/2024 10:07,742,Delivered
1083,72,10/31/2024 5:49,10/31/2024 6:02,1306,Delivered
1084,45,11/8/2024 19:31,11/8/2024 19:44,1342,Delivered
1085,39,10/28/2024 8:21,10/28/2024 8:32,605,Delivered
1086,117,10/24/2024 2:50,10/24/2024 3:05,121,Delivered
1087,15,11/7/2024 10:27,11/7/2024 10:39,1441,Delivered
1088,135,11/5/2024 4:32,11/5/2024 4:42,149,Delivered
1089,193,11/1/2024 9:18,11/1/2024 9:32,310,Delivered
1090,59,10/3/2024 14:18,10/3/2024 14:31,326,Delivered
1091,290,11/18/2024 2:18,11/18/2024 2:34,371,Delivered
1092,144,10/11/2024 16:07,10/11/2024 16:15,1420,Delivered
1093,144,10/27/2024 17:37,10/27/2024 17:45,645,Delivered
1094,153,10/20/2024 15:23,10/20/2024 15:33,277,Delivered
1095,126,10/11/2024 17:05,10/11/2024 17:22,417,Delivered
1096,109,10/10/2024 4:54,10/10/2024 5:04,1144,Delivered
1097,103,11/21/2024 4:45,11/21/2024 4:56,171,Delivered
1098,83,11/8/2024 16:52,11/8/2024 17:00,1335,Delivered
1099,65,11/16/2024 16:06,11/16/2024 16:23,1481,Delivered
1100,270,10/19/2024 8:48,10/19/2024 9:05,961,Delivered
1101,10,11/20/2024 19:41,11/20/2024 19:57,772,Delivered
1102,131,10/2/2024 11:45,10/2/2024 12:01,1266,Delivered
1103,93,11/22/2024 22:51,11/22/2024 23:03,1489,Delivered
1104,207,11/19/2024 16:46,11/19/2024 16:59,482,Delivered
1105,15,9/28/2024 3:39,9/28/2024 3:53,245,Delivered
1106,25,10/18/2024 10:46,10/18/2024 10:58,796,Delivered
1107,233,11/10/2024 4:33,11/10/2024 4:48,1180,Delivered
1108,80,10/10/2024 2:24,10/10/2024 2:35,487,Delivered
1109,17,10/15/2024 1:23,10/15/2024 1:34,1201,Delivered
1110,100,10/12/2024 15:00,10/12/2024 15:10,1193,Delivered
1111,134,11/12/2024 21:34,11/12/2024 21:44,1466,Delivered
1112,179,11/7/2024 20:57,11/7/2024 21:06,1316,Delivered
1113,177,9/29/2024 1:09,9/29/2024 1:22,313,Delivered
1114,293,11/7/2024 11:04,11/7/2024 11:15,990,Delivered
1115,131,11/23/2024 23:10,11/23/2024 23:19,481,Delivered
1116,103,10/13/2024 3:14,10/13/2024 3:27,1263,Delivered
1117,58,11/2/2024 2:29,11/2/2024 2:46,1240,Delivered
1118,90,10/20/2024 2:27,10/20/2024 2:43,530,Delivered
1119,244,10/10/2024 23:10,10/10/2024 23:22,1363,Delivered
1120,54,11/13/2024 18:22,11/13/2024 18:39,420,Delivered
1121,151,10/1/2024 7:36,10/1/2024 7:49,169,Delivered
1122,152,9/26/2024 11:57,9/26/2024 12:11,412,Delivered
1123,44,10/17/2024 5:48,10/17/2024 5:57,916,Delivered
1124,169,11/7/2024 10:50,11/7/2024 11:02,1444,Delivered
1125,126,10/13/2024 22:41,10/13/2024 22:51,864,Delivered
1126,287,10/2/2024 15:12,10/2/2024 15:29,259,Delivered
1127,54,10/4/2024 6:52,10/4/2024 7:09,1443,Delivered
1128,145,10/3/2024 5:28,10/3/2024 5:44,1078,Delivered
1129,123,10/6/2024 8:24,10/6/2024 8:32,113,Delivered
1130,196,9/28/2024 20:41,9/28/2024 20:54,1402,Delivered
1131,245,10/13/2024 2:11,10/13/2024 2:19,237,Delivered
1132,263,11/17/2024 22:47,11/17/2024 22:59,607,Delivered
1133,198,11/20/2024 9:22,11/20/2024 9:33,1418,Delivered
1134,189,11/4/2024 7:54,11/4/2024 8:08,1270,Delivered
1135,31,11/11/2024 17:18,11/11/2024 17:34,530,Delivered
1136,275,11/17/2024 5:19,11/17/2024 5:32,522,Delivered
1137,291,10/15/2024 4:26,10/15/2024 4:40,316,Delivered
1138,97,10/30/2024 1:51,10/30/2024 2:06,193,Delivered
1139,64,11/15/2024 1:44,11/15/2024 1:52,147,Delivered
1140,281,10/18/2024 8:15,10/18/2024 8:25,599,Delivered
1141,94,11/23/2024 14:08,11/23/2024 14:20,183,Delivered
1142,137,11/19/2024 1:50,11/19/2024 2:01,678,Delivered
1143,35,10/8/2024 8:00,10/8/2024 8:16,574,Delivered
1144,223,9/29/2024 2:41,9/29/2024 2:55,755,Delivered
1145,300,11/18/2024 13:20,,582,Cancelled
1146,175,11/9/2024 12:38,11/9/2024 12:49,1401,Delivered
1147,10,10/21/2024 0:25,10/21/2024 0:41,665,Delivered
1148,259,10/15/2024 4:01,10/15/2024 4:18,1292,Delivered
1149,290,10/19/2024 4:41,10/19/2024 4:57,103,Delivered
1150,296,11/2/2024 15:15,11/2/2024 15:32,376,Delivered
1151,290,10/13/2024 2:57,10/13/2024 3:08,533,Delivered
1152,30,10/8/2024 11:29,10/8/2024 11:38,110,Delivered
1153,21,10/6/2024 10:38,10/6/2024 10:51,483,Delivered
1154,109,11/2/2024 19:12,11/2/2024 19:23,1319,Delivered
1155,86,11/3/2024 16:40,11/3/2024 16:51,1328,Delivered
1156,115,11/14/2024 20:43,11/14/2024 21:00,438,Delivered
1157,102,10/6/2024 13:33,10/6/2024 13:48,889,Delivered
1158,41,10/12/2024 18:25,10/12/2024 18:38,124,Delivered
1159,174,10/29/2024 0:26,10/29/2024 0:37,1134,Delivered
1160,79,10/16/2024 7:29,10/16/2024 7:39,150,Delivered
1161,118,11/2/2024 9:48,11/2/2024 9:58,1065,Delivered
1162,198,10/14/2024 2:08,10/14/2024 2:23,895,Delivered
1163,47,10/15/2024 16:17,10/15/2024 16:25,149,Delivered
1164,197,11/20/2024 4:01,11/20/2024 4:18,209,Delivered
1165,20,11/7/2024 22:28,11/7/2024 22:43,1347,Delivered
1166,62,11/23/2024 16:29,11/23/2024 16:37,1135,Delivered
1167,99,11/2/2024 2:12,11/2/2024 2:23,1113,Delivered
1168,255,11/14/2024 1:45,11/14/2024 1:59,339,Delivered
1169,272,11/21/2024 6:29,11/21/2024 6:46,140,Delivered
1170,274,10/6/2024 13:13,10/6/2024 13:23,184,Delivered
1171,252,10/16/2024 5:53,10/16/2024 6:09,1337,Delivered
1172,68,10/8/2024 16:56,10/8/2024 17:05,1404,Delivered
1173,197,11/6/2024 7:00,11/6/2024 7:17,970,Delivered
1174,107,10/9/2024 8:13,10/9/2024 8:22,664,Delivered
1175,211,11/21/2024 4:50,11/21/2024 5:07,369,Delivered
1176,5,10/27/2024 13:38,10/27/2024 13:53,1244,Delivered
1177,117,11/11/2024 9:51,11/11/2024 10:04,654,Delivered
1178,277,11/7/2024 16:05,11/7/2024 16:14,378,Delivered
1179,255,11/1/2024 7:44,11/1/2024 7:52,288,Delivered
1180,43,10/30/2024 9:37,10/30/2024 9:53,942,Delivered
1181,208,10/2/2024 15:47,10/2/2024 15:58,1099,Delivered
1182,124,11/10/2024 19:50,11/10/2024 19:58,1102,Delivered
1183,240,11/22/2024 4:46,11/22/2024 5:00,170,Delivered
1184,298,11/18/2024 12:12,11/18/2024 12:27,829,Delivered
1185,191,10/4/2024 20:29,10/4/2024 20:45,769,Delivered
1186,69,9/27/2024 6:22,9/27/2024 6:31,262,Delivered
1187,98,10/7/2024 23:39,,387,Cancelled
1188,80,11/10/2024 3:49,11/10/2024 4:06,649,Delivered
1189,152,11/19/2024 2:11,11/19/2024 2:26,1489,Delivered
1190,280,10/12/2024 0:07,10/12/2024 0:17,1212,Delivered
1191,90,10/12/2024 9:13,10/12/2024 9:29,1021,Delivered
1192,18,10/9/2024 1:19,10/9/2024 1:35,636,Delivered
1193,288,10/31/2024 22:48,10/31/2024 23:04,1151,Delivered
1194,128,11/18/2024 17:46,11/18/2024 17:57,181,Delivered
1195,129,10/24/2024 9:44,10/24/2024 9:58,333,Delivered
1196,289,11/9/2024 19:43,11/9/2024 19:59,276,Delivered
1197,130,10/31/2024 0:53,10/31/2024 1:10,682,Delivered
1198,236,10/27/2024 1:50,10/27/2024 1:58,145,Delivered
1199,206,10/13/2024 14:44,10/13/2024 15:00,1172,Delivered
1200,162,11/15/2024 12:00,11/15/2024 12:09,211,Delivered
1201,61,11/8/2024 9:12,11/8/2024 9:22,1488,Delivered
1202,268,9/26/2024 19:06,9/26/2024 19:22,598,Delivered
1203,191,11/7/2024 7:11,11/7/2024 7:23,230,Delivered
1204,144,10/6/2024 14:12,10/6/2024 14:25,1387,Delivered
1205,292,10/21/2024 9:39,10/21/2024 9:47,298,Delivered
1206,7,11/22/2024 7:14,11/22/2024 7:30,386,Delivered
1207,67,11/18/2024 19:48,11/18/2024 20:02,201,Delivered
1208,276,10/26/2024 10:51,10/26/2024 11:05,1303,Delivered
1209,65,9/26/2024 17:58,9/26/2024 18:12,1160,Delivered
1210,245,11/14/2024 3:41,11/14/2024 3:50,1170,Delivered
1211,255,10/9/2024 15:48,10/9/2024 16:00,1130,Delivered
1212,275,11/13/2024 3:47,11/13/2024 4:04,483,Delivered
1213,5,11/6/2024 11:44,11/6/2024 12:01,475,Delivered
1214,18,9/27/2024 7:27,9/27/2024 7:39,634,Delivered
1215,277,9/28/2024 8:40,9/28/2024 8:48,132,Delivered
1216,49,11/14/2024 16:51,11/14/2024 17:02,905,Delivered
1217,159,10/27/2024 3:21,10/27/2024 3:31,1292,Delivered
1218,223,10/7/2024 11:59,10/7/2024 12:08,991,Delivered
1219,248,10/3/2024 20:32,10/3/2024 20:45,675,Delivered
1220,140,11/17/2024 14:45,11/17/2024 14:59,1488,Delivered
1221,93,11/13/2024 5:34,11/13/2024 5:45,1076,Delivered
1222,15,10/30/2024 3:30,10/30/2024 3:44,252,Delivered
1223,90,10/24/2024 15:19,10/24/2024 15:35,1377,Delivered
1224,105,11/20/2024 23:36,11/20/2024 23:47,998,Delivered
1225,208,11/13/2024 18:59,11/13/2024 19:14,1399,Delivered
1226,123,9/30/2024 22:25,9/30/2024 22:37,917,Delivered
1227,249,11/21/2024 11:49,11/21/2024 11:58,950,Delivered
1228,26,11/2/2024 12:36,11/2/2024 12:52,256,Delivered
1229,192,11/5/2024 12:16,11/5/2024 12:26,1216,Delivered
1230,39,11/13/2024 19:12,11/13/2024 19:20,920,Delivered
1231,153,10/21/2024 17:47,10/21/2024 17:56,1416,Delivered
1232,247,11/24/2024 4:08,11/24/2024 4:25,847,Delivered
1233,228,11/22/2024 23:58,11/23/2024 0:12,892,Delivered
1234,194,11/15/2024 6:29,11/15/2024 6:39,611,Delivered
1235,145,10/11/2024 1:27,10/11/2024 1:36,264,Delivered
1236,260,9/28/2024 23:32,9/28/2024 23:43,630,Delivered
1237,270,10/25/2024 17:20,10/25/2024 17:33,230,Delivered
1238,113,10/15/2024 13:42,10/15/2024 13:52,1335,Delivered
1239,213,11/21/2024 1:50,11/21/2024 2:01,410,Delivered
1240,176,11/18/2024 15:32,11/18/2024 15:41,322,Delivered
1241,80,10/23/2024 19:50,10/23/2024 20:03,283,Delivered
1242,150,11/1/2024 3:12,11/1/2024 3:20,1184,Delivered
1243,127,10/28/2024 10:58,10/28/2024 11:13,919,Delivered
1244,167,9/30/2024 23:15,9/30/2024 23:31,820,Delivered
1245,255,10/8/2024 12:48,10/8/2024 13:04,1155,Delivered
1246,10,10/8/2024 13:51,10/8/2024 14:04,1001,Delivered
1247,31,11/8/2024 3:34,11/8/2024 3:45,1353,Delivered
1248,263,10/30/2024 9:30,10/30/2024 9:44,140,Delivered
1249,179,11/21/2024 11:02,11/21/2024 11:16,1353,Delivered
1250,203,10/24/2024 17:12,10/24/2024 17:24,909,Delivered
1251,177,11/3/2024 6:53,11/3/2024 7:02,111,Delivered
1252,154,11/4/2024 20:38,11/4/2024 20:49,907,Delivered
1253,245,11/15/2024 15:26,11/15/2024 15:37,1164,Delivered
